feature,correlation,source
컨택건수_리볼빙_LMS_R6M,0.0080213347954418,corr_output\7_마케팅정보
컨택건수_이용유도_LMS_R6M,-0.0044826659923557,corr_output\7_마케팅정보
컨택건수_카드론_EM_R6M,0.0006728335058804,corr_output\7_마케팅정보
컨택건수_CA_EM_R6M,,corr_output\7_마케팅정보
컨택건수_리볼빙_EM_R6M,,corr_output\7_마케팅정보
컨택건수_이용유도_EM_R6M,0.0115645813587594,corr_output\7_마케팅정보
컨택건수_카드론_청구서_R6M,0.0085507157858263,corr_output\7_마케팅정보
컨택건수_CA_청구서_R6M,0.0122423716109949,corr_output\7_마케팅정보
컨택건수_리볼빙_청구서_R6M,,corr_output\7_마케팅정보
컨택건수_이용유도_청구서_R6M,0.0191422579505327,corr_output\7_마케팅정보
컨택건수_카드론_인터넷_R6M,,corr_output\7_마케팅정보
컨택건수_CA_인터넷_R6M,,corr_output\7_마케팅정보
컨택건수_리볼빙_인터넷_R6M,,corr_output\7_마케팅정보
컨택건수_이용유도_인터넷_R6M,0.0440570956157088,corr_output\7_마케팅정보
컨택건수_카드론_당사앱_R6M,,corr_output\7_마케팅정보
컨택건수_CA_당사앱_R6M,,corr_output\7_마케팅정보
컨택건수_리볼빙_당사앱_R6M,,corr_output\7_마케팅정보
컨택건수_이용유도_당사앱_R6M,-0.0050889909885722,corr_output\7_마케팅정보
컨택건수_채권_B0M,0.0036573427222869,corr_output\7_마케팅정보
컨택건수_FDS_B0M,,corr_output\7_마케팅정보
컨택건수_채권_R6M,0.0052821272586987,corr_output\7_마케팅정보
컨택건수_FDS_R6M,,corr_output\7_마케팅정보
캠페인접촉건수_R12M,0.0292870896046172,corr_output\7_마케팅정보
캠페인접촉일수_R12M,0.0296091753285262,corr_output\7_마케팅정보
기준년월,4.738603788372546e-13,corr_output\8_성과정보
ID,0.0034758593521061,corr_output\8_성과정보
증감율_이용건수_신용_전월,-0.0137581957466605,corr_output\8_성과정보
증감율_이용건수_신판_전월,-0.0148089551226971,corr_output\8_성과정보
증감율_이용건수_일시불_전월,-0.0162216523603572,corr_output\8_성과정보
증감율_이용건수_할부_전월,0.0121869884945708,corr_output\8_성과정보
증감율_이용건수_CA_전월,0.0198657918073827,corr_output\8_성과정보
증감율_이용건수_체크_전월,0.0049910033584116,corr_output\8_성과정보
증감율_이용건수_카드론_전월,0.000707654652621,corr_output\8_성과정보
증감율_이용금액_신용_전월,0.015537651057287,corr_output\8_성과정보
증감율_이용금액_신판_전월,-0.0134916786760132,corr_output\8_성과정보
증감율_이용금액_일시불_전월,-0.0133886905200905,corr_output\8_성과정보
증감율_이용금액_할부_전월,-0.0048486398245368,corr_output\8_성과정보
증감율_이용금액_CA_전월,-0.0029731645493084,corr_output\8_성과정보
증감율_이용금액_체크_전월,0.0164257358698311,corr_output\8_성과정보
증감율_이용금액_카드론_전월,0.0010677999487366,corr_output\8_성과정보
증감율_이용건수_신용_분기,-0.0212493352681622,corr_output\8_성과정보
증감율_이용건수_신판_분기,-0.0197670585649139,corr_output\8_성과정보
증감율_이용건수_일시불_분기,-0.0194446105002222,corr_output\8_성과정보
증감율_이용건수_할부_분기,-0.0158279954706094,corr_output\8_성과정보
증감율_이용건수_CA_분기,-0.011112125302973,corr_output\8_성과정보
증감율_이용건수_체크_분기,-0.0060284048862634,corr_output\8_성과정보
증감율_이용건수_카드론_분기,0.0041969663848182,corr_output\8_성과정보
증감율_이용금액_신용_분기,-0.012510774225645,corr_output\8_성과정보
증감율_이용금액_신판_분기,-0.0118269129310668,corr_output\8_성과정보
증감율_이용금액_일시불_분기,-0.0132439793778272,corr_output\8_성과정보
증감율_이용금액_할부_분기,-0.0116420795743412,corr_output\8_성과정보
증감율_이용금액_CA_분기,0.0037516979805943,corr_output\8_성과정보
증감율_이용금액_체크_분기,-0.0060365961895158,corr_output\8_성과정보
증감율_이용금액_카드론_분기,0.0038053521819234,corr_output\8_성과정보
잔액_신판평균한도소진율_r6m,-0.017891490308528,corr_output\8_성과정보
잔액_신판최대한도소진율_r6m,-0.0314997025365418,corr_output\8_성과정보
잔액_신판평균한도소진율_r3m,-0.0232198126148642,corr_output\8_성과정보
잔액_신판최대한도소진율_r3m,-0.0290439742155491,corr_output\8_성과정보
잔액_신판ca평균한도소진율_r6m,-0.0892237747310285,corr_output\8_성과정보
잔액_신판ca최대한도소진율_r6m,-0.1003193017787726,corr_output\8_성과정보
잔액_신판ca평균한도소진율_r3m,-0.094294690094578,corr_output\8_성과정보
잔액_신판ca최대한도소진율_r3m,-0.0989566270376925,corr_output\8_성과정보
변동률_일시불평잔,-0.0147325654162802,corr_output\8_성과정보
변동률_RV일시불평잔,-0.0014153514919986,corr_output\8_성과정보
변동률_할부평잔,-0.0182152150904776,corr_output\8_성과정보
변동률_CA평잔,0.0059186477847997,corr_output\8_성과정보
변동률_RVCA평잔,-0.0094374842621328,corr_output\8_성과정보
변동률_카드론평잔,0.0086108855648168,corr_output\8_성과정보
변동률_잔액_B1M,8.455810429146513e-05,corr_output\8_성과정보
변동률_잔액_일시불_B1M,-0.0092184512936905,corr_output\8_성과정보
변동률_잔액_CA_B1M,0.0073502426417318,corr_output\8_성과정보
혜택수혜율_R3M,0.0169043819763388,corr_output\8_성과정보
혜택수혜율_B0M,0.0210291578533622,corr_output\8_성과정보
