,a,b,ab
자발한도감액후경과월,0.00026521488037835236,0.00010206364346069391,0.0002841907163023685
증감_RP건수_전월,0.00024423411063519753,0.00013002758227737243,0.0002746566665522277
승인거절건수_한도초과_B0M,-0.00013993275923702007,-0.00027699744637133043,-0.0002301176564132501
IB문의건수_CS_B0M,-0.00025213311306235346,-9.702933756772172e-05,-0.0002701729627780019
컨택건수_리볼빙_LMS_R6M,0.00016772446956350387,-0.0004280514980194184,2.7428686492177507e-06
이용건수_부분무이자_R12M,-0.00024267004401238454,-9.338762898728006e-05,-0.0002600328214412132
할부건수_부분_12M_R12M,-0.00024267004401238454,-9.338762898728006e-05,-0.0002600328214412132
연체잔액_현금서비스_B0M,-0.00023788112912563242,-9.154469279579071e-05,-0.00025490126490863385
IB문의건수_BL_R6M,-0.00022618228334169758,-8.704258181583891e-05,-0.00024236537944652287
IB문의건수_비밀번호_R6M,-0.00021152259612882554,-8.14010390532402e-05,-0.00022665680757521654
증감_RP건수_제휴사서비스직접판매_전월,-0.0001976782505046129,-7.607326727163843e-05,-0.00021182191409541934
증감율_이용건수_신용_전월,0.00014410372630237471,-0.00021650981908933576,5.6701401688561474e-05
IB문의건수_CL_RV_B0M,-0.00016690400370483163,-6.423029771937204e-05,-0.0001788458034441664
증감_RP건수_학습비_전월,-0.00014760316774951144,-5.68026841682333e-05,-0.0001581640136909891
증감율_이용건수_신판_전월,9.071442184683193e-05,-0.0002612131254327727,-9.187165107153774e-06
할부건수_14M_R12M,-0.00014522607559436276,-5.5887898821964e-05,-0.00015561684318039619
특별한도보유여부_R3M,-0.00014410317113275188,-5.5455767259611e-05,-0.00015441359612716868
할부건수_유이자_14M_R12M,-0.00014371833269920397,-5.530766843266014e-05,-0.0001540012229227064
방문횟수_모바일웹_B0M,-0.00014033648945794834,-5.400622093347668e-05,-0.00015037741247960653
방문일수_모바일웹_B0M,-0.00013627498678569672,-5.244321753011988e-05,-0.00014602531371344266
이용금액_카드론_B0M,-0.00013121072956180947,-5.049432030781072e-05,-0.00014059871439927365
이용건수_카드론_B0M,-0.00012862688670576536,-4.949997030882448e-05,-0.00013783000040003547
증감_RP건수_아파트_전월,0.00012773739885350537,4.91576653413093e-05,0.00013687687066046305
한도심사요청건수,-0.00012119294841524063,-4.663913977732423e-05,-0.00012986417191883747
IB문의건수_사용승인내역_B0M,-0.00011908500973836981,-4.582793378001867e-05,-0.00012760541252493994
할부금액_부분_14M_R12M,-0.00011614600363552214,-4.469690496829122e-05,-0.00012445612373546998
연체잔액_카드론_B0M,-0.00011577586174931962,-4.4554461869120614e-05,-0.00012405949860014442
교통_통행료이용금액,-0.0001145037248655609,-4.406490063050185e-05,-0.0001226963417075973
연체잔액_RV일시불_B0M,-0.00010703887172789235,-4.1192173021653396e-05,-0.00011469738645553862
한도심사요청후경과월,0.00010575601574338489,4.069848671103276e-05,0.00011332274352218612
컨택건수_카드론_청구서_B0M,-0.00010475443352113168,-4.031304404405731e-05,-0.00011224949918256498
한도요청거절건수,-0.0001014799605998306,-3.905291627031965e-05,-0.0001087407412889729
한도심사거절후경과월,9.297142042784425e-05,3.577854264077697e-05,9.962342433179352e-05
시장단기연체여부_R6M,-9.27896540799017e-05,-3.570859281098722e-05,-9.942865279954705e-05
컨택건수_이용유도_당사앱_B0M,-8.609107873503061e-05,-3.3130754777495356e-05,-9.225080168219515e-05
IB문의건수_포인트_R6M,-8.348596857237747e-05,-3.21282204006887e-05,-8.945929872385626e-05
승인거절건수_BL_B0M,-8.00949417175144e-05,-3.082323873682325e-05,-8.582564758971185e-05
유효카드수_체크_가족,-7.698080526931523e-05,-2.9624813853257613e-05,-8.248869806932393e-05
컨택건수_리볼빙_LMS_B0M,-6.625198267582367e-05,-2.549600055902171e-05,-7.099223990082803e-05
IB문의건수_부대서비스_R6M,-6.496540040347683e-05,-2.5000880247018784e-05,-6.961360406778973e-05
컨택건수_CA_LMS_B0M,-5.873216695187275e-05,-2.2602121490683383e-05,-6.293438954945537e-05
시장단기연체여부_R3M,-5.810676006660738e-05,-2.236144379845589e-05,-6.226423548249475e-05
이용가능카드수_체크_가족,-5.096295088915895e-05,-1.961226474862494e-05,-5.460929453660406e-05
컨택건수_리볼빙_TM_B0M,-4.2435095129409026e-05,-1.6330457828502084e-05,-4.54712799824025e-05
컨택건수_신용발급_TM_B0M,-3.182629040470517e-05,-1.2247831463710303e-05,-3.410342683056627e-05
연체잔액_대환론_B0M,-3.182476014257744e-05,-1.2247242567158598e-05,-3.410178707985875e-05
IB문의건수_카드발급_B0M,-2.905328924113736e-05,-1.1180686959344472e-05,-3.113202045301117e-05
할부건수_무이자_14M_R12M,-2.250457169979637e-05,-8.660519269980774e-06,-2.4114749301857147e-05
매각잔액_B1M,-1.2993015115125149e-05,-5.000151048447564e-06,-1.3922651199753817e-05
신청건수_ATM_CL_B0,-1.2993015115113206e-05,-5.000151048446953e-06,-1.3922651199759502e-05
컨택건수_부대서비스_TM_B0M,-1.299301511511307e-05,-5.000151048451458e-06,-1.3922651199747774e-05
시장연체상환여부_R6M,-1.2993015115112706e-05,-5.0001510484510945e-06,-1.3922651199747734e-05
할부금액_부분_6M_R12M,-1.299301511511231e-05,-5.000151048447905e-06,-1.3922651199750058e-05
